Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Harvard Architecture,Cache Memory Hierarchy,True,,Computer Architecture,,llama3-70b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Cache Memory Hierarchy,Von Neumann Architecture,True,False,Computer Architecture,,llama3-70b,lora_70b_en_v0_alt,computer science,
Deep Learning Neural Network,Graph Theory Application,False,,,,llama3-70b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Graph Theory Application,Logarithmic Space Complexity,False,,,,llama3-70b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
RISC Instruction Set,Agile Project Management,False,,,,llama3-70b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
RISC Instruction Set,Tree Traversal Algorithm,False,,,,llama3-70b,lora_70b_en_v0_alt,computer science,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
SMTP Email Protocol,Polynomial Time Algorithm,False,,,,llama3-70b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Cloud-Based Database,Graph Theory Application,False,,,,llama3-70b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Linear Time Complexity,Tree Traversal Algorithm,False,False,,,llama3-70b,lora_70b_en_v0_alt,computer science,
Deep Learning Neural Network,Denial of Service Attack,False,,,,llama3-70b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Augmented Reality Interface,Cache Memory Hierarchy,False,,,,llama3-70b,lora_70b_en_v0_alt,computer science,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Python Syntax,Von Neumann Architecture,False,False,,,llama3-70b,lora_70b_en_v0_alt,computer science,
Couch Potato,Outdoor Adventurer,True,False,Leisure Activity,,llama3-70b,lora_70b_en_v0_alt,sociology,
Entrepreneur,Blue Collar Worker,True,False,Occupational Status,,llama3-70b,lora_70b_en_v0_alt,sociology,
Nuclear Family,Extended Family,True,True,Family Structure,Family Structure,llama3-70b,lora_70b_en_v0_alt,sociology,
Sports Enthusiast,Outdoor Adventurer,True,True,Leisure Activity,Participation in Outdoor Activities,llama3-70b,lora_70b_en_v0_alt,sociology,
Ethnic Minority,Immigrant Community,True,True,Cultural Identity,Demographic Characteristics,llama3-70b,lora_70b_en_v0_alt,sociology,
Close-Knit Community,Loose Acquaintances,True,True,Social Network,Social Cohesion,llama3-70b,lora_70b_en_v0_alt,sociology,
Long-Term Resident,Recent Migrant,True,True,Residential Mobility,Length of Residence,llama3-70b,lora_70b_en_v0_alt,sociology,
Single Parent Household,Nuclear Family,True,True,Family Structure,Family Structure,llama3-70b,lora_70b_en_v0_alt,sociology,
Bachelor's Degree,Master's Degree,True,True,Education Level,Education Level,llama3-70b,lora_70b_en_v0_alt,sociology,
Online Network,Isolated Individual,True,False,Social Network,,llama3-70b,lora_70b_en_v0_alt,sociology,
Counterculture,Outdoor Adventurer,False,False,,,llama3-70b,lora_70b_en_v0_alt,sociology,
Isolated Individual,Extended Family,False,False,,,llama3-70b,lora_70b_en_v0_alt,sociology,
Unemployed,Outdoor Adventurer,False,False,,,llama3-70b,lora_70b_en_v0_alt,sociology,
Artistic Pursuits,Poverty Line,False,False,,,llama3-70b,lora_70b_en_v0_alt,sociology,
Socialist,Immigrant Community,False,,,,llama3-70b,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
White Collar Worker,Recent Migrant,False,False,,,llama3-70b,lora_70b_en_v0_alt,sociology,
Socialist,Couch Potato,False,False,,,llama3-70b,lora_70b_en_v0_alt,sociology,
Suburban Area,Nuclear Family,False,False,,,llama3-70b,lora_70b_en_v0_alt,sociology,
Frequent Mover,Single Parent Household,False,False,,,llama3-70b,lora_70b_en_v0_alt,sociology,
Isolated Individual,Entrepreneur,False,False,,,llama3-70b,lora_70b_en_v0_alt,sociology,
Introverted Thinker,Intuitive Perceiver,True,False,Personality Type,,llama3-70b,lora_70b_en_v0_alt,psychology,
Extrinsically Motivated,Achievement-Oriented,True,True,Motivation,Goal-Orientation,llama3-70b,lora_70b_en_v0_alt,psychology,
Avoidantly Attached,Securely Attached,True,True,Attachment Style,Attachment Style,llama3-70b,lora_70b_en_v0_alt,psychology,
Setback Recoverer,Crisis Handler,True,True,Resilience,Resilience,llama3-70b,lora_70b_en_v0_alt,psychology,
Emotional Suppressor,Emotional Expresser,True,True,Emotional Regulation,Emotional Regulation,llama3-70b,lora_70b_en_v0_alt,psychology,
Rationalizer,Suppressor,True,False,Coping Mechanism,,llama3-70b,lora_70b_en_v0_alt,psychology,
Auditory Learner,Visual Learner,True,True,Learning Style,Learning Style,llama3-70b,lora_70b_en_v0_alt,psychology,
Self-Doubter,Overachiever,True,False,Self-Esteem,,llama3-70b,lora_70b_en_v0_alt,psychology,
Reading-Writing Learner,Kinesthetic Learner,True,False,Learning Style,,llama3-70b,lora_70b_en_v0_alt,psychology,
Intrinsically Motivated,Socially Driven,True,False,Motivation,,llama3-70b,lora_70b_en_v0_alt,psychology,
Crisis Handler,Insecure Person,False,False,,,llama3-70b,lora_70b_en_v0_alt,psychology,
Large Family Circle,Intuitive Perceiver,False,False,,,llama3-70b,lora_70b_en_v0_alt,psychology,
Emotional Avoider,Achievement-Oriented,False,False,,,llama3-70b,lora_70b_en_v0_alt,psychology,
Fear-Driven,Crisis Handler,False,False,,,llama3-70b,lora_70b_en_v0_alt,psychology,
Close-Knit Friend Group,Emotional Expresser,False,False,,,llama3-70b,lora_70b_en_v0_alt,psychology,
Intrinsically Motivated,Crisis Handler,False,False,,,llama3-70b,lora_70b_en_v0_alt,psychology,
Setback Recoverer,Visual Learner,False,False,,,llama3-70b,lora_70b_en_v0_alt,psychology,
Large Family Circle,Securely Attached,False,True,,Social Support,llama3-70b,lora_70b_en_v0_alt,psychology,
Introverted Thinker,Overachiever,False,False,,,llama3-70b,lora_70b_en_v0_alt,psychology,
Introverted Thinker,Kinesthetic Learner,False,False,,,llama3-70b,lora_70b_en_v0_alt,psychology,
Bullish Trend,Bearish Trend,True,True,Market Sentiment,Market Sentiment,llama3-70b,lora_70b_en_v0_alt,finance,
Bearish Trend,Market Volatility,True,False,Market Sentiment,,llama3-70b,lora_70b_en_v0_alt,finance,
Bearish Trend,Economic Uncertainty,True,False,Market Sentiment,,llama3-70b,lora_70b_en_v0_alt,finance,
Market Penetration,Cost Leadership Strategy,True,False,Growth Strategy,,llama3-70b,lora_70b_en_v0_alt,finance,
Retail Business,Technology Sector,True,,Industry Type,,llama3-70b,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Low Debt Ratio,High Debt Ratio,True,,Financial Leverage,,llama3-70b,lora_70b_en_v0_alt,finance,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Turnaround Expertise,Seasoned Leadership,True,True,Management Experience,Management Experience,llama3-70b,lora_70b_en_v0_alt,finance,
Manufacturing Firm,Technology Sector,True,,Industry Type,,llama3-70b,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Economic Boom,Stagflation,True,False,Macroeconomic Conditions,,llama3-70b,lora_70b_en_v0_alt,finance,
Inflationary Pressure,Stagflation,True,True,Macroeconomic Conditions,Economic Instability,llama3-70b,lora_70b_en_v0_alt,finance,
Cost Leadership Strategy,Developed Economy,False,,,,llama3-70b,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Cost Leadership Strategy,Duopoly Market,False,,,,llama3-70b,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Small Cap,Bearish Trend,False,,,,llama3-70b,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Organic Growth,Bearish Trend,False,False,,,llama3-70b,lora_70b_en_v0_alt,finance,
Deflationary Environment,Market Volatility,False,False,,,llama3-70b,lora_70b_en_v0_alt,finance,
Industry-Specific Laws,Cost Leadership Strategy,False,False,,,llama3-70b,lora_70b_en_v0_alt,finance,
Trade Agreements,Technology Sector,False,,,,llama3-70b,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Family Owned Business,High Debt Ratio,False,False,,,llama3-70b,lora_70b_en_v0_alt,finance,
Bearish Trend,Technology Sector,False,,,,llama3-70b,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Large Cap,Technology Sector,False,,,,llama3-70b,lora_70b_en_v0_alt,finance,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
minimal sustainability efforts,leading sustainability practices,True,True,Environmental Sustainability,Sustainability Efforts,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
limited natural features,barren landscape,True,,Natural Landscape,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
apartment complexes,townhouses,True,True,Housing Types,Housing Type,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
megacity,urban core,True,,Population Density,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"1, 1, True, Urbanization, NaN, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0."
megacity,high-rise district,True,True,Population Density,Urbanization,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
airport hub,bike lanes,True,,Transportation Infrastructure,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
limited cultural diversity,moderate cultural diversity,True,True,Cultural Diversity,Cultural Diversity,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
world heritage site,moderate historical significance,True,True,Historical Significance,Historical Significance,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
moderate sustainability efforts,minimal sustainability efforts,True,True,Environmental Sustainability,Sustainability Efforts,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
sparse settlements,high-rise district,True,False,Population Density,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
sparse settlements,leading sustainability practices,False,,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
no historical significance,barren landscape,False,,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"0, 0, False, NaN, NaN, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
minimal sustainability efforts,townhouses,False,,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
industrial zone,urban core,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
public transit system,knowledge economy,False,,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
pedestrian-friendly streets,high-rise district,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
limited cultural diversity,bike lanes,False,,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
minimal sustainability efforts,high-rise district,False,,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
basic public services,minimal sustainability efforts,False,,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
world-class public services,high-rise district,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,urban studies,
Frequency of a gamma ray,Frequency of a radio wave,True,,Frequency of a wave,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,"1, 1, True, 'Electromagnetic radiation frequency', NaN, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5"
Absolute zero,Room temperature,True,True,Temperature of a gas,Temperature,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Charge of a proton,Charge of a capacitor,True,False,Electric charge,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Magnetic field of Jupiter,Magnetic field of a refrigerator magnet,True,True,Magnetic field strength,Magnetic Field Strength,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Frequency of visible light,Frequency of a cosmic ray,True,False,Frequency of a wave,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Magnetic field of a neutron star,Magnetic field of Jupiter,True,True,Magnetic field strength,Magnetic Field,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Magnetic field of Earth,Magnetic field of Jupiter,True,True,Magnetic field strength,Magnetic field of a planet,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Magnetic field of Earth,Magnetic field of a neodymium magnet,True,True,Magnetic field strength,Magnetic Field,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Height of a human,Diameter of a hydrogen atom,True,False,Length of an object,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Lifespan of a mayfly,Age of the Universe,True,False,Time duration,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Pressure at the top of Mount Everest,Frequency of a radio wave,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Energy of a supernova,Charge of a capacitor,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Charge of a capacitor,Speed of sound,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Mass of a car,Magnetic field of a refrigerator magnet,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Diameter of a hydrogen atom,Frequency of a cosmic ray,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Pressure inside a hot air balloon,Magnetic field of Jupiter,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Frequency of visible light,Magnetic field of Jupiter,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Mass of an electron,Pressure inside a nuclear reactor,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Planck length,Magnetic field of a neodymium magnet,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Charge of a capacitor,Kinetic energy of a bullet,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,physics,
Sound sleeper,Insomniac,True,True,Sleep quality,Sleep Quality,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Light drinker,Heavy drinker,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
No mental illness,Severe mental illness,True,True,Mental health status,Mental Health Status,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Lightly active,Very active,True,True,Physical activity level,Physical Activity Level,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Excessive sun exposure,No sun exposure,True,True,Sun exposure,Sun Exposure,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Genetic protection,Mild genetic predisposition,True,True,Genetic predisposition,Genetic Predisposition,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Minimal sun exposure,Excessive sun exposure,True,True,Sun exposure,Sun Exposure,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Low pollution,Minimal pollution,True,True,Environmental pollution,Air Quality,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Minimal pollution,No pollution,True,True,Environmental pollution,Environmental pollution,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Genetic protection,No genetic predisposition,True,True,Genetic predisposition,Genetic Predisposition,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Limited sun exposure,Insomniac,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Non-smoker,Heavy drinker,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Social smoker,Severe mental illness,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
Excessive sun exposure,Insomniac,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,
High-protein,No sun exposure,False,,,,mixtral-8x22b-instruct,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
