Value,Variable definition,Interaction Value,model Name,domain,text1_text2_cos_sim_text-embedding-3-large
Gender Role Conflict and Family Dysfunction,"['Economic Conditions', 'Social Conditions']",False,mistral-7b-instruct,sociology,0.215
Education and Social Mobility,"['Migration Patterns', 'Ethnic Relations']",False,mistral-7b-instruct,sociology,0.33
Media Consumption and Social Isolation,"['Urban Development', 'Environmental Quality']",False,mistral-7b-instruct,sociology,0.155
Education and Social Mobility,"['Population Demographics', 'Healthcare System']",False,mistral-7b-instruct,sociology,0.239
Anxious-Depressive Symptoms,"['Anxiety', 'Depression']",True,mistral-7b-instruct,psychology,0.507
Social Support and Mental Health,"['Social Support', 'Mental Health']",True,mistral-7b-instruct,psychology,0.734
Self-Efficacy and Stress,"['Self-Efficacy', 'Stress']",True,mistral-7b-instruct,psychology,0.702
Cognitive Dissonance,"['Belief', 'Attitude', 'Behavior']",True,mistral-7b-instruct,psychology,0.354
Stress and Coping Resources,"['Stress', 'Coping Resources']",True,mistral-7b-instruct,psychology,0.788
Achievement Goals and Motivation,"['Achievement Goals', 'Motivation']",True,mistral-7b-instruct,psychology,0.753
Learned Helplessness,"['Perceived Control', 'Stressor']",True,mistral-7b-instruct,psychology,0.355
Attachment Styles and Emotional Regulation,"['Attachment Styles', 'Emotional Regulation']",True,mistral-7b-instruct,psychology,0.717
Self-Compassion and Resilience,"['Self-Compassion', 'Resilience']",True,mistral-7b-instruct,psychology,0.763
Personality Traits and Coping Styles,"['Personality Traits', 'Coping Styles']",True,mistral-7b-instruct,psychology,0.767
Self-Efficacy and Stress,"['Anxiety', 'Depression']",False,mistral-7b-instruct,psychology,0.263
Cognitive Dissonance,"['Perceived Control', 'Stressor']",False,mistral-7b-instruct,psychology,0.309
Social Support and Mental Health,"['Stress', 'Coping Resources']",False,mistral-7b-instruct,psychology,0.4
Stress and Coping Resources,"['Achievement Goals', 'Motivation']",False,mistral-7b-instruct,psychology,0.237
Achievement Goals and Motivation,"['Belief', 'Attitude', 'Behavior']",False,mistral-7b-instruct,psychology,0.234
Learned Helplessness,"['Anxiety', 'Depression']",False,mistral-7b-instruct,psychology,0.253
Cognitive Dissonance,"['Personality Traits', 'Coping Styles']",False,mistral-7b-instruct,psychology,0.277
Social Support and Mental Health,"['Personality Traits', 'Coping Styles']",False,mistral-7b-instruct,psychology,0.327
Attachment Styles and Emotional Regulation,"['Achievement Goals', 'Motivation']",False,mistral-7b-instruct,psychology,0.26
Self-Compassion and Resilience,"['Stress', 'Coping Resources']",False,mistral-7b-instruct,psychology,0.439
Debt-to-Equity Swap and Corporate Restructuring,"['Corporate Finance', 'Corporate Finance']",True,mistral-7b-instruct,finance,0.361
Securitization and Mortgage-Backed Securities,"['Financial Markets', 'Mortgage Market']",True,mistral-7b-instruct,finance,0.451
Bear Market Rally and Bull Market Correction,"['Stock Market', 'Stock Market']",True,mistral-7b-instruct,finance,0.36
Technical Recession and Business Cycle,"['Economic Conditions', 'Business Cycle']",True,mistral-7b-instruct,finance,0.499
Quantitative Easing and Currency War,"['Monetary Policy', 'Currency Markets']",True,mistral-7b-instruct,finance,0.475
Interest Rate Hike and Currency Depreciation,"['Central Bank Policy', 'Currency Markets']",True,mistral-7b-instruct,finance,0.456
Economic Downturn and High Inflation,"['Economic Conditions', 'Inflation Rates']",True,mistral-7b-instruct,finance,0.489
Credit Crunch and Debt Crisis,"['Financial Markets', 'Economic Conditions']",True,mistral-7b-instruct,finance,0.36
Dividend Aristocrats and Blue-Chip Stocks,"['Stock Market', 'Stock Market']",True,mistral-7b-instruct,finance,0.316
Stock Market Crash and Recession,"['Stock Market', 'Economic Conditions']",True,mistral-7b-instruct,finance,0.472
Debt-to-Equity Swap and Corporate Restructuring,"['Stock Market', 'Stock Market']",False,mistral-7b-instruct,finance,0.203
Securitization and Mortgage-Backed Securities,"['Economic Conditions', 'Inflation Rates']",False,mistral-7b-instruct,finance,0.117
Bear Market Rally and Bull Market Correction,"['Corporate Finance', 'Corporate Finance']",False,mistral-7b-instruct,finance,0.191
Quantitative Easing and Currency War,"['Stock Market', 'Stock Market']",False,mistral-7b-instruct,finance,0.207
Interest Rate Hike and Currency Depreciation,"['Stock Market', 'Stock Market']",False,mistral-7b-instruct,finance,0.223
Securitization and Mortgage-Backed Securities,"['Central Bank Policy', 'Currency Markets']",False,mistral-7b-instruct,finance,0.293
Securitization and Mortgage-Backed Securities,"['Stock Market', 'Economic Conditions']",False,mistral-7b-instruct,finance,0.233
Debt-to-Equity Swap and Corporate Restructuring,"['Financial Markets', 'Mortgage Market']",False,mistral-7b-instruct,finance,0.224
Bear Market Rally and Bull Market Correction,"['Stock Market', 'Economic Conditions']",False,mistral-7b-instruct,finance,0.392
Economic Downturn and High Inflation,"['Economic Conditions', 'Business Cycle']",False,mistral-7b-instruct,finance,0.426
